14472,hantavirus pulmonary syndrome,Hantavirus Pulmonary Syndrome (HPS),"There is no known antiviral treatment, but natural recovery from the virus is possible with supportive treatment. Patients with suspected hantavirus are usually admitted to the hospital and given oxygen and mechanical ventilation support to help them breathe during the acute pulmonary stage. Immunotherapy, or the treatment of diseases with substances that stimulate the immune response, for this virus has shown that administration of human neutralizing antibodies during these acute phases of Hantavirus might prove effective for treatment. A strong neutralizing antibody could effectively reduce the presence of the virus as well as promote recovery. However, there are no published reports of controlled clinical trials except for studies done on mice, hamsters, and rats. Those trials have been successful in protecting those animals from the virus. Leptospirosis causes similar symptoms and is also carried by rodent vectors, but it is due to a bacterial spirochete rather than a virus. Presumptive treatment of leptospirosis with penicillin (and other) antibiotics is often started for severe symptoms when a diagnostic dilemma between the two diseases is encountered."
11266,hemorrhagic fever with renal syndrome,Hemorrhagic fever with renal syndrome (HFRS),"There is no cure or vaccine for HFRS. Treatment involves supportive therapy including renal dialysis. Treatment with ribavirin in China and Korea, administered within 7 days of onset of fever, resulted in a reduced mortality as well as shortened course of illness."
12549,hepatitis A,Hepatitis A,"There is no specific treatment for hepatitis A. Recovery from symptoms following infection may be slow and may take several weeks or months. Therapy is aimed at maintaining comfort and adequate nutritional balance, including replacement of fluids that are lost from vomiting and diarrhoea."
2043,hepatitis B,Hepatitis B,"Acute hepatitis B infection does not usually require treatment and most adults clear the infection spontaneously.[67][68] Early antiviral treatment may be required in fewer than 1% of people, whose infection takes a very aggressive course (fulminant hepatitis) or who are immunocompromised. On the other hand, treatment of chronic infection may be necessary to reduce the risk of cirrhosis and liver cancer. Chronically infected individuals with persistently elevated serum alanine aminotransferase, a marker of liver damage, and HBV DNA levels are candidates for therapy. Treatment lasts from six months to a year, depending on medication and genotype. Although none of the available drugs can clear the infection, they can stop the virus from replicating, thus minimizing liver damage. As of 2008, there are seven medications licensed for treatment of hepatitis B infection in the United States. These include antiviral drugs lamivudine (Epivir), adefovir (Hepsera), tenofovir (Viread), telbivudine (Tyzeka) and entecavir (Baraclude), and the two immune system modulators interferon alpha-2a and PEGylated interferon alpha-2a (Pegasys). The World Health Organization recommended a combination of tenofovir and entecavir as first line agents. Those with current cirrhosis are in most need of treatment. The use of interferon, which requires injections daily or thrice weekly, has been supplanted by long-acting PEGylated interferon, which is injected only once weekly. However, some individuals are much more likely to respond than others, and this might be because of the genotype of the infecting virus or the person's heredity. The treatment reduces viral replication in the liver, thereby reducing the viral load (the amount of virus particles as measured in the blood). Response to treatment differs between the genotypes. Interferon treatment may produce an e antigen seroconversion rate of 37% in genotype A but only a 6% seroconversion in type D. Genotype B has similar seroconversion rates to type A while type C seroconverts only in 15% of cases. Sustained e antigen loss after treatment is ~45% in types A and B but only 25每30% in types C and D."
1883,hepatitis C,Hepatitis C,"HCV induces chronic infection in 50每80% of infected persons. Approximately 40每80% of these clear with treatment. In rare cases, infection can clear without treatment. Those with chronic hepatitis C are advised to avoid alcohol and medications toxic to the liver, and to be vaccinated for hepatitis A and hepatitis B. Ultrasound surveillance for hepatocellular carcinoma is recommended in those with accompanying cirrhosis."
2047,hepatitis D,Hepatitis D,"The vaccine for hepatitis B protects against hepatitis D virus because of the latter's dependence on the presence of hepatitis B virus for it to replicate. Latest evidence suggests that Pegylated interferon alpha is effective in reducing the viral load and the effect of the disease during the time the drug is given, but the benefit generally stops if the drug is discontinued.[27] The efficiency of the pegylated interferon treatment does not usually exceed ~20%. The drug myrcludex B, which inhibits virus entry into hepatocytes, is in clinical trials as of October 2015."
4411,hepatitis E,Hepatitis E,"In terms of treatment, ribavirin is not registered for Hepatitis E treatment,though there is off-label experience for treating chronic Hepatitis E with this compound. The use of low doses, of ribavirin over a three-month period has been associated with viral clearance in about two-thirds of chronic cases. Other possible treatments include pegylated interferon or a combination of ribavirin and pegylated interferon. In general chronic HEV infection is associated with immunosuppressive therapies, but remarkably little is known about how different immunosuppressants affect HEV infection. In individuals with solid-organ transplantation viral clearance can be achieved by temporal reduction of the level of immunosuppression."
8566,herpes simplex,Herpes simplex,"No method eradicates herpes virus from the body, but antiviral medications can reduce the frequency, duration, and severity of outbreaks. Analgesics such as ibuprofen and paracetamol (acetaminophen) can reduce pain and fever. Topical anesthetic treatments such as prilocaine, lidocaine, benzocaine, or tetracaine can also relieve itching and pain. The antiviral medication acyclovir: Several antiviral drugs are effective for treating herpes, including acyclovir, valaciclovir (valacyclovir), famciclovir, and penciclovir. Acyclovir was the first discovered and is now available in generic.[56] Valacyclovir is also available as a generic. Evidence supports the use of acyclovir and valacyclovir in the treatment of herpes labialis as well as herpes infections in people with cancer.[59] The evidence to support the use of acyclovir in primary herpetic gingivostomatitis is weaker."
1731,histoplasmosis,Histoplasmosis,"In the majority of immunocompetent individuals, histoplasmosis resolves without any treatment. Antifungal medications are used to treat severe cases of acute histoplasmosis and all cases of chronic and disseminated disease. Typical treatment of severe disease first involves treatment with amphotericin B, followed by oral itraconazole. Liposomal preparations of amphotericin B are more effective than deoxycholate preparations. The liposomal preparation is preferred in patients that might be at risk of nephrotoxicity, although all preparations of amphotericin B have risk of nephrotoxcity. Individuals taking amphotericin B are monitored for renal function. Treatment with itraconazole will need to continue for at least a year in severe cases, while in acute pulmonary histoplasmosis, 6 to 12 weeks treatment is sufficient. Alternatives to itraconazole are posaconazole, voriconazole, and fluconazole. Individuals taking itraconazole are monitored for hepatic function."
50025,human granulocytic anaplasmosis,Human granulocytic anaplasmosis (HGA),"Doxycycline is the treatment of choice. If anaplasmosis is suspected, treatment should not be delayed while waiting for a definitive laboratory confirmation, as prompt doxycycline therapy has been shown to improve outcomes. Presentation during early pregnancy can complicate treatment. Doxycycline compromises dental enamel during development. Although rifampin is indicated for post-delivery pediatric and some doxycycline-allergic patients, it is teratogenic. Rifampin is contraindicated during conception and pregnancy. If the disease is not treated quickly, sometimes before the diagnosis, the person has a high chance of mortality. Most people make a complete recovery, though some people are intensively cared for after treatment. A reason for a person needing intensive care is if the person goes too long without seeing a doctor or being diagnosed. The majority of people, though, make a complete recovery with no residual damage."
50026,human monocytic ehrlichiosis,Human monocytic ehrlichiosis,"If ehrlichiosis is suspected, treatment should not be delayed while waiting for a definitive laboratory confirmation, as prompt doxycycline therapy has been associated with improved outcomes. Doxycycline is the treatment of choice. Presentation during early pregnancy can complicate treatment. Rifampin has been used in pregnancy and in patients allergic to doxycycline."
10074,hymenolepiasis,Hymenolepiasis,"The two drugs that have been well-described for the treatment of hymenolepiasis are praziquantel and niclosamide. Praziquantel, which is parasiticidal in a single dose for all the stages of the parasite, is the drug of choice because it acts very rapidly against H. nana. Although structurally unrelated to other anthelminthics, it kills both adult worms and larvae. In vitro, the drug produces vacuolization and disruption of the tegument in the neck of the worms, but not in more posterior portions of the strobila. Praziquantel is well absorbed when taken orally, and it undergoes first-pass metabolism and 80% of the dose is excreted as metabolites in urine within 24 hours. Repeated treatment is required for H. nana at an interval of 7每10 days. Praziquantel as a single dose (25 mg/kg) is the current treatment of choice for hymenolepiasis and has an efficacy of 96%. Single-dose albendazole (400 mg) is also very efficacious (>95%). A three-day course of nitazoxanide is 75每93% efficacious. The dose is 1 g daily for adults and children over 12; 400 mg daily for children aged 4 to 11 years; and 200 mg daily for children aged 3 years or younger."
8469,influenza,Influenza (flu),"People with the flu are advised to get plenty of rest, drink plenty of liquids, avoid using alcohol and tobacco and, if necessary, take medications such as acetaminophen (paracetamol) to relieve the fever and muscle aches associated with the flu. Children and teenagers with flu symptoms (particularly fever) should avoid taking aspirin during an influenza infection (especially influenza type B), because doing so can lead to Reye's syndrome, a rare but potentially fatal disease of the liver. Since influenza is caused by a virus, antibiotics have no effect on the infection; unless prescribed for secondary infections such as bacterial pneumonia. Antiviral medication may be effective, if given early, but some strains of influenza can show resistance to the standard antiviral drugs and there is concern about the quality of the research."
9537,Lassa fever,Lassa fever,"All persons suspected of Lassa fever infection should be admitted to isolation facilities and their body fluids and excreta properly disposed of. Early and aggressive treatment using ribavirin was pioneered by Joe McCormick in 1979. After extensive testing, early administration was determined to be critical to success. Additionally, ribavirin is almost twice as effective when given intravenously as when taken by mouth. Ribavirin is a prodrug which appears to interfere with viral replication by inhibiting RNA-dependent nucleic acid synthesis, although the precise mechanism of action is disputed. The drug is relatively inexpensive, but the cost of the drug is still very high for many of those in West African states. Fluid replacement, blood transfusion, and fighting hypotension are usually required. Intravenous interferon therapy has also been used. When Lassa fever infects pregnant women late in their third trimester, induction of delivery is necessary for the mother to have a good chance of survival. This is because the virus has an affinity for the placenta and other highly vascular tissues. The fetus has only a one in ten chance of survival no matter what course of action is taken; hence, the focus is always on saving the life of the mother.[citation needed] Following delivery, women should receive the same treatment as other Lassa fever patients. Work on a vaccine is continuing, with multiple approaches showing positive results in animal trials."
10457,Legionnaires&apos; disease,Legionellosis (Legionnaires' disease),"Effective antibiotics include most macrolides, tetracyclines, ketolides, and quinolones. Legionella multiply within the cell, so any effective treatment must have excellent intracellular penetration. Current treatments of choice are the respiratory tract quinolones (levofloxacin, moxifloxacin, gemifloxacin) or newer macrolides (azithromycin, clarithromycin, roxithromycin). The antibiotics used most frequently have been levofloxacin, doxycycline, and azithromycin. Macrolides (azithromycin) are used in all age groups, while tetracyclines (doxycycline) are prescribed for children above the age of 12 and quinolones (levofloxacin) above the age of 18. Rifampicin can be used in combination with a quinolone or macrolide. It is uncertain whether rifampicin is an effective antibiotic to take for treatment. The Infectious Diseases Society of America does not recommend the use of rifampicin with added regimens. Tetracyclines and erythromycin led to improved outcomes compared to other antibiotics in the original American Legion outbreak. These antibiotics are effective because they have excellent intracellular penetration in Legionella-infected cells. The recommended treatment is 5每10 days of levofloxacin or 3每5 days of azithromycin, but in people who are immunocompromised, have severe disease, or other pre-existing health conditions, longer antibiotic use may be necessary. During outbreaks, prophylactic antibiotics have been successfully used to prevent Legionnaires' disease in high-risk individuals who have possibly been exposed."
9065,leishmaniasis,Leishmaniasis,"The treatment is determined by where the disease is acquired, the species of Leishmania, and the type of infection. For visceral leishmaniasis in India, South America, and the Mediterranean, liposomal amphotericin B is the recommended treatment and is often used as a single dose. Rates of cure with a single dose of amphotericin have been reported as 95%. In India, almost all infections are resistant to pentavalent antimonials. In Africa, a combination of pentavalent antimonials and paromomycin is recommended. These, however, can have significant side effects. Miltefosine, an oral medication, is effective against both visceral and cutaneous leishmaniasis. Side effects are generally mild, though it can cause birth defects if taken within 3 months of getting pregnant. It does not appear to work for L. major or L. braziliensis. The evidence around the treatment of cutaneous leishmaniasis is poor. A number of topical treatments may be used for cutaneous leishmaniasis. Which treatments are effective depends on the strain, with topical paromomycin effective for L. major, L. tropica, L. mexicana, L. panamensis, and L. braziliensis. Pentamidine is effective for L. guyanensis. Oral fluconazole or itraconazole appears effective in L. major and L. tropica."
1024,leprosy,Leprosy,"A number of leprostatic agents are available for treatment. For paucibacillary (PB or tuberculoid) cases, treatment with daily dapsone and monthly rifampicin for six months is recommended. While for multibacillary (MB or lepromatous) cases, treatment with daily dapsone and clofazimine along with monthly rifampicin for 12 months is recommended. Multidrug therapy (MDT) remains highly effective, and people are no longer infectious after the first monthly dose. It is safe and easy to use under field conditions due to its presentation in calendar blister packs. Relapse rates remain low, and no resistance to the combined drugs is seen."
2297,leptospirosis,Leptospirosis,"Effective antibiotics include penicillin G, ampicillin, amoxicillin and doxycycline. In more severe cases cefotaxime or ceftriaxone should be preferred. Glucose and salt solution infusions may be administered; dialysis is used in serious cases. Elevations of serum potassium are common and if the potassium level gets too high special measures must be taken. Serum phosphorus levels may likewise increase to unacceptable levels due to kidney failure. Treatment for hyperphosphatemia consists of treating the underlying disease, dialysis where appropriate, or oral administration of calcium carbonate, but not without first checking the serum calcium levels (these two levels are related). Administration of corticosteroids in gradually reduced doses (e.g., prednisolone) for 7每10 days is recommended by some specialists in cases of severe hemorrhagic effects.[citation needed] Organ-specific care and treatment are essential in cases of kidney, liver, or heart involvement."
11573,listeriosis,Listeriosis,"Bacteremia should be treated for 2 weeks, meningitis for 3 weeks, and brain abscess for at least 6 weeks. Ampicillin generally is considered antibiotic of choice; gentamicin is added frequently for its synergistic effects. Overall mortality rate is 20每30%; of all pregnancy-related cases, 22% resulted in fetal loss or neonatal death, but mothers usually survive."
11729,Lyme disease,Lyme disease (Lyme borreliosis),"Antibiotics are the primary treatment. The specific approach to their use is dependent on the individual affected and the stage of the disease. For most people with early localized infection, oral administration of doxycycline is widely recommended as the first choice, as it is effective against not only Borrelia bacteria but also a variety of other illnesses carried by ticks. Doxycycline is contraindicated in children younger than eight years of age and women who are pregnant or breastfeeding; alternatives to doxycycline are amoxicillin, cefuroxime axetil, and azithromycin. Individuals with early disseminated or late infection may have symptomatic cardiac disease, refractory Lyme arthritis, or neurologic symptoms like meningitis or encephalitis. Intravenous administration of ceftriaxone is recommended as the first choice in these cases; cefotaxime and doxycycline are available as alternatives. These treatment regimens last from one to four weeks. If joint swelling persists or returns, a second round of antibiotics may be considered. Outside of that, a prolonged antibiotic regimen lasting more than 28 days is not recommended as no clinical evidence shows it to be effective. IgM and IgG antibody levels may be elevated for years even after successful treatment with antibiotics.[141] As antibody levels are not indicative of treatment success, testing for them is not recommended."
12155,lymphocytic choriomeningitis,Lymphocytic choriomeningitis,"Treatment is symptomatic and supportive. Children with hydrocephalus often need a ventriculoperitoneal shunt. Nucleoside analog ribavirin is used in some cases due to the inhibitory effect the agent has in vitro on arenaviruses. However, there is not sufficient evidence for efficacy in humans to support routine use. The only survivor of a transplant-associated LCMV infection was treated with ribavirin and simultaneous tapering of the immunosuppressive medications. Early and intravenous ribavirin treatment is required for maximal efficacy, and it can produce considerable side effects. Ribavirin has not been evaluated yet in controlled clinical trials. Use of ribavirin during pregnancy is generally not recommended, as some studies indicate the possibility of teratogenic effects. If aseptic meningitis, encephalitis, or meningoencephalitis develops in consequence to LCMV, hospitalization and supportive treatment may be required. In some circumstances, anti-inflammatory drugs may also be considered. In general, mortality is less than one percent."
12365,malaria,Malaria,"Malaria is treated with antimalarial medications; the ones used depends on the type and severity of the disease. While medications against fever are commonly used, their effects on outcomes are not clear. Simple or uncomplicated malaria may be treated with oral medications. The most effective treatment for P. falciparum infection is the use of artemisinins in combination with other antimalarials (known as artemisinin-combination therapy, or ACT), which decreases resistance to any single drug component. These additional antimalarials include: amodiaquine, lumefantrine, mefloquine or sulfadoxine/pyrimethamine. Another recommended combination is dihydroartemisinin and piperaquine. ACT is about 90% effective when used to treat uncomplicated malaria. To treat malaria during pregnancy, the WHO recommends the use of quinine plus clindamycin early in the pregnancy (1st trimester), and ACT in later stages (2nd and 3rd trimesters). In the 2000s (decade), malaria with partial resistance to artemisins emerged in Southeast Asia. Infection with P. vivax, P. ovale or P. malariae usually do not require hospitalization. Treatment of P. vivax requires both treatment of blood stages (with chloroquine or ACT) and clearance of liver forms with primaquine. Treatment with tafenoquine prevents relapses after confirmed P. vivax malaria."
8622,measles,Measles,"There is no specific treatment for measles. Most people with uncomplicated measles will recover with rest and supportive treatment. Patients who become sicker may be developing medical complications. Some people will develop pneumonia as a consequence of infection with the measles virus. Other complications include ear infections, bronchitis (either viral bronchitis or secondary bacterial bronchitis), and brain inflammation. Brain inflammation from measles has a mortality rate of 15%. While there is no specific treatment for brain inflammation from measles, antibiotics are required for bacterial pneumonia, sinusitis, and bronchitis that can follow measles. All other treatment addresses symptoms, with ibuprofen or paracetamol to reduce fever and pain and, if required, a fast-acting medication to dilate the airways for cough. As for aspirin, some research has suggested a correlation between children who take aspirin and the development of Reye syndrome. Some research has shown aspirin may not be the only medication associated with Reye, and even antiemetics have been implicated. The link between aspirin use in children and Reye syndrome development is weak at best, if not actually nonexistent.[41] Nevertheless, most health authorities still caution against the use of aspirin for any fevers in children under 16."
884,metagonimiasis,Metagonimiasis,"Praziquantel is recommended in both adult and pediatric cases with dosages of 75 mg/kg/d in 3 doses for 1 day. Praziquantel is a Praziniozoquinoline derivative that alters the calcium flux through the parasite tectum and causes muscular paralysis and detachment of the fluke. Prizaquantel should be taken with liquids during a meal and as provided commercially as Biltricide. Praziquantel is not approved by the U.S. Food and Drug Administration (FDA) for treatment of metagonimiasis, but is approved for use on other parasitic infections. Praziquantel has some side effects but they are generally relatively mild and transient and a review of evidence shows it overall a well-tolerated drug. Possible side effects include abdominal pain, allergy, diarrhea, headache, hepatic dysfunction/hepatitis, nausea or vomiting, exacerbation of porphyries, pruritis, rash, somnolence, vertigo, or dizziness. In fact, in 2002, the World Health Organization recommended the use of Praziquantel in pregnant and lactating women, though controlled trials are still needed to verify this. Another possible drug option is Tetrachloroethylene, a chlorinated hydrocarbon, but its use has been superseded by new antihelminthic drugs (like Praziquantel). A 1978 study also looked at the efficacy of several drugs on metagonimiasis infection, including bithionol, niclosamide, nicoflan, and Praziquantel. All drugs showed lower prevalence of eggs in feces, however only Praziquantel showed complete radical cure. Therefore, the authors concluded Praziquantel was the most highly effective, was very well tolerated, and was the most promising drug against metagonimiasis."
4271,microsporidiosis,Microsporidiosis,Fumagillin has been used in the treatment. Another agent used is albendazole.
8867,molluscum contagiosum,Molluscum contagiosum (MC),"Because mulluscum contagiosum is usually self-limiting (resolving without treatment) and treatment options can cause discomfort to children, initial recommendations are often to simply wait for the lesions to resolve spontaneously. Current treatment options are invasive, requiring tissue destruction and attendant discomfort. Bumps located in the genital area may be treated in an effort to prevent them from spreading. When treatment has resulted in elimination of all bumps, the infection has been effectively cured and will not reappear unless the person is reinfected."
3292,monkeypox,Monkeypox,"Currently, there is no proven, safe treatment for monkeypox. Smallpox vaccine has been reported to reduce the risk of monkeypox among previously vaccinated persons in Africa. The United States Centers for Disease Control and Prevention (CDC) recommends that persons investigating monkeypox outbreaks and involved in caring for infected individuals or animals should receive a smallpox vaccination to protect against monkeypox. Persons who have had close or intimate contact with individuals or animals confirmed to have monkeypox should also be vaccinated. The people who have been infected can be vaccinated up to 14 days after exposure. CDC does not recommend preexposure vaccination for unexposed veterinarians, veterinary staff, or animal control officers, unless such persons are involved in field investigations."
10264,mumps,Mumps,"There is no available cure for mumps and treatment is supportive.[8] Symptoms may be relieved by the application of intermittent ice or heat to the affected neck/testicular area and by acetaminophen for pain relief. Warm saltwater gargles, soft foods, and extra fluids may also help relieve symptoms. Acetylsalicylic acid (aspirin) is not used to treat children due to the risk of Reye's syndrome. There is no effective post-exposure recommendation to prevent secondary transmission, nor is the post-exposure use of vaccine or immunoglobulin effective. Mumps is considered most contagious in the five days after the onset of symptoms, and isolation is recommended during this period. In someone who has been admitted to the hospital, standard and droplet precautions are needed. People who work in healthcare cannot work for five days."
11080,myiasis,Myiasis,"This applies once an infestation is established. In many circles the first response to cutaneous myiasis once the breathing hole has formed, is to cover the air hole thickly with petroleum jelly. Lack of oxygen then forces the larva to the surface, where it can more easily be dealt with. In a clinical or veterinary setting there may not be time for such tentative approaches, and the treatment of choice might be more direct, with or without an incision. First the larva must be eliminated through pressure around the lesion and the use of forceps. Secondly the wound must be cleaned and disinfected. Further control is necessary to avoid further reinfestation. Livestock may be treated prophylactically with slow release boluses containing ivermectin which can provide long-term protection against the development of the larvae. Sheep also may be dipped, a process which involves drenching the animals in persistent insecticide to poison the larvae before they develop into a problem."
2312,nocardiosis,Nocardiosis,"Nocardiosis requires at least 6 months of treatment, preferably with trimethoprim/sulfamethoxazole or high doses of sulfonamides. In patients who do not respond to sulfonamide treatment, other drugs, such as ampicillin, erythromycin, or minocycline, may be added. Treatment also includes surgical drainage of abscesses and excision of necrotic tissue. The acute phase requires complete bed rest; as the patient improves, activity can increase. A new combination drug therapy (sulfonamide, ceftriaxone, and amikacin) has also shown promise."
11678,onchocerciasis,Onchocerciasis (River blindness),"For the treatment of individuals, doxycycline is used to kill the Wolbachia bacteria that live in adult worms. This adjunct therapy has been shown to significantly lower microfilarial loads in the host, and may have activity against the adult worms, due to the symbiotic relationship between Wolbachia and the worm. In four separate trials over 10 years with various dosing regimens of doxycycline for individualized treatment, doxycycline was found to be effective in sterilizing the female worms and reducing their numbers over a period of four to six weeks. Research on other antibiotics, such as rifampicin, has shown it to be effective in animal models at reducing Wolbachia both as an alternative and as an adjunct to doxycycline. However, doxycycline treatment requires daily dosing for at least four to six weeks, making it more difficult to administer in the affected areas."
13768,opisthorchiasis,Opisthorchiasis,"There was unsuccessful use of chloroquine for opisthorchiasis treatment in 1951-1968. Thus, currently, the control of opisthorchiasis relies predominantly on antihelminthic treatment with praziquantel. The single dose of praziquantel of 40 mg/kg is effective against opisthorchiasis (and also against schistosomiasis). Despite the efficacy of this compound, the lack of an acquired immunity to infection predisposes humans to reinfections in endemic regions. In addition, under experimental conditions, the short-term treatment of Opisthorchis viverrini-infected hamsters with praziquantel (400 mg per kg of live weight) has been shown to induce a dispersion of parasite antigens, resulting in adverse immunopathological changes as a result of oxidative and nitrative stresses following re-infection with Opisthorchis viverrini, a process which has been proposed to initiate and/or promote the development of cholangiocarcinoma in humans. Albendazole can be used as an alternative. A randomised-controlled trial published in 2011 showed that the broad-spectrum anti-helminthic, tribendimidine, appears to be at least as efficacious as praziquantel. Artemisinin was also found to have anthelmintic activity against Opisthorchis viverrini."
12662,paracoccidioidomycosis,Paracoccidioidomycosis (South American blastomycosis),"Sulfonamides are the traditional remedies to paracoccidiodomycosis. They were introduced by Oliveira Ribeiro and used for more than 50 years with good results. The most-used sulfa drugs in this infection are sulfadimethoxime, sulfadiazine, and co-trimoxazole. This treatment is generally safe, but several adverse effects can appear, the most severe of which are the Stevens-Johnson syndrome and agranulocytosis. Similarly to tuberculosis treatment, it must be continued for up to three years to eradicate the fungus, and relapse and treatment failures are not unusual. Antifungal drugs such as amphotericin B or itraconazole and ketoconazole are more effective in clearing the infection, but are limited by their cost when compared with sulfonamides. During therapy, fibrosis can appear and surgery may be needed to correct this. Another possible complication is Addisonian crisis. The death rate is around 10%."
10699,paragonimiasis,Paragonimiasis,"The drug of choice to treat paragonimiasis is praziquantel, although bithionol may also be used."
11055,pasteurellosis,Pasteurellosis,"As the infection is usually transmitted into humans through animal bites, antibiotics usually treat the infection, but medical attention should be sought if the wound is severely swelling. Pasteurellosis is usually treated with high-dose penicillin if severe. Either tetracycline or chloramphenicol provides an alternative in beta-lactam-intolerant patients. However, it is most important to treat the wound."
3482,plague,Plague,"If diagnosed in time the various forms of plague are usually highly responsive to antibiotic therapy. The antibiotics often used are streptomycin, chloramphenicol and tetracycline. Amongst the newer generation of antibiotics, gentamicin and doxycycline have proven effective in monotherapeutic treatment of plague. Since human plague is rare in most parts of the world, routine vaccination is not needed other than for those at particularly high risk of exposure, nor for people living in areas with enzootic plague, meaning it occurs at regular, predictable rates in populations and specific areas, such as the western United States. It is not even indicated for most travellers to countries with known recent reported cases, particularly if their travel is limited to urban areas with modern hotels. The CDC thus only recommends vaccination for: (1) all laboratory and field personnel who are working with Y. pestis organisms resistant to antimicrobials; (2) people engaged in aerosol experiments with Y. pestis; and (3) people engaged in field operations in areas with enzootic plague where preventing exposure is not possible (such as some disaster areas)."
4953,poliomyelitis,Poliomyelitis,"There is no cure for polio. The focus of modern treatment has been on providing relief of symptoms, speeding recovery and preventing complications. Supportive measures include antibiotics to prevent infections in weakened muscles, analgesics for pain, moderate exercise and a nutritious diet. Treatment of polio often requires long-term rehabilitation, including occupational therapy, physical therapy, braces, corrective shoes and, in some cases, orthopedic surgery. Portable ventilators may be required to support breathing. Historically, a noninvasive, negative-pressure ventilator, more commonly called an iron lung, was used to artificially maintain respiration during an acute polio infection until a person could breathe independently (generally about one to two weeks). Today, many polio survivors with permanent respiratory paralysis use modern jacket-type negative-pressure ventilators worn over the chest and abdomen. Other historical treatments for polio include hydrotherapy, electrotherapy, massage and passive motion exercises, and surgical treatments, such as tendon lengthening and nerve grafting."
50242,primary amebic meningoencephalitis,Primary amoebic meningoencephalitis (PAM),"On the basis of the laboratory evidence and case reports, amphotericin B has been the traditional mainstay of PAM treatment since the first reported survivor in the US in 1982. Treatment has often also used combination therapy with multiple other antimicrobials in addition to amphotericin such as fluconazole, miconazole, rifampicin and azithromycin. They have shown limited success only when administered early in the course of an infection. Fluconazole is commonly used as it has been shown to have synergistic effects against naegleria when used with amphotericin in-vitro. While the use of rifampicin has been common, including in all four North American cases of survival, its continued use has been questioned. It only has variable activity in-vitro and it has strong effects on the therapeutic levels of other antimicrobials used by inducing cytochrome p450 pathways. Steroids such as dexamethasone have also been used to try to reduce inflammation of the brain. In 2013, the two most recent successfully treated cases in the US utilized drug combinations that included the medication miltefosine as well as targeted temperature management. There is currently no data on how well miltefosine is able to reach the central nervous system. The US CDC is currently offering miltefosine to doctors for the treatment of free-living ameobas including naegleria. Chlorpromazine has shown promise in in-vitro as well as animal models of Naegleria meningoencephalitis. Untimely diagnoses remain a very significant impediment to the successful treatment of infection, as most cases have only been discovered post mortem. Infection killed 121 people in the United States from 1937 through 2007."
643,progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy,"There are no effective drugs that inhibit or cure the virus infection without toxicity. Therefore, treatment aims at reversing the immune deficiency to slow or stop the disease progress. In patients on immunosuppression, this means stopping the drugs or using plasma exchange to accelerate the removal of the biologic agent that put the person at risk for PML. In HIV-infected people, this may mean starting highly active antiretroviral therapy (HAART). AIDS patients starting HAART after being diagnosed with PML tend to have a slightly longer survival time than patients who were already on HAART and then develop PML. Some AIDS patients with PML have been able to survive for several years, with HAART.[citation needed] A rare complication of effective HAART is immune reconstitution inflammatory syndrome (IRIS), in which increased immune system activity actually increases the damage caused by the JCV infection; although IRIS can often be managed with medication, it is extremely dangerous in PML. Cidofovir was studied as possible treatment for PML and has been used on a case by case basis, working in some, but not others. Cytarabine (also known as ARA-C), a chemotherapy drug used to treat certain cancers, has been prescribed on an experimental basis for a small number of non-AIDS PML patients and stabilized the neurological condition of a minority of these patients. One patient regained some cognitive function lost as a result of PML."
11100,Q fever,Q fever,"Treatment of acute Q Fever with antibiotics is very effective and should be given in consultation with an infectious diseases specialist. Commonly used antibiotics include doxycycline, tetracycline, chloramphenicol, ciprofloxacin, ofloxacin, and hydroxychloroquine. Chronic Q fever is more difficult to treat and can require up to four years of treatment with doxycycline and quinolones or doxycycline with hydroxychloroquine. Q Fever in pregnancy is especially difficult to treat because doxycycline and ciprofloxacin are contraindicated in pregnancy. The preferred treatment is five weeks of co-trimoxazole."
11260,rabies,Rabies,"Treatment after exposure can prevent the disease if administered promptly, generally within 10 days of infection. Thoroughly washing the wound as soon as possible with soap and water for approximately five minutes is effective in reducing the number of viral particles. Povidone-iodine or alcohol is then recommended to reduce the virus further. In the US, the Centers for Disease Control and Prevention recommends people receive one dose of human rabies immunoglobulin (HRIG) and four doses of rabies vaccine over a 14-day period. The immunoglobulin dose should not exceed 20 units per kilogram body weight. HRIG is expensive and constitutes most of the cost of post exposure treatment, ranging as high as several thousand dollars. As much as possible of this dose should be injected around the bites, with the remainder being given by deep intramuscular injection at a site distant from the vaccination site."
13034,relapsing fever,Relapsing fever,"Relapsing fever is easily treated with a one- to two-week-course of antibiotics, and most people improve within 24 hours. Complications and death due to relapsing fever are rare. Tetracycline-class antibiotics are most effective. These can, however, induce a Jarisch每Herxheimer reaction in over half those treated, producing anxiety, diaphoresis, fever, tachycardia and tachypnea with an initial pressor response followed rapidly by hypotension. Recent studies have shown tumor necrosis factor-alpha may be partly responsible for this reaction."
