Enterovirus infection,"Treatment for enteroviral infection is mainly supportive. In cases of pleurodynia, treatment consists of analgesics to relieve the severe pain that occurs in patients with the disease; in some severe cases, opiates may be needed. Treatment for aseptic meningitis caused by enteroviruses is also mainly symptomatic. In patients with enteroviral carditis, treatment consists of the prevention and treatment of complications, such as arrhythmias, pericardial effusion, and cardiac failure. Other treatments that have been investigated for enteroviral carditis include intravenous immunoglobulin."
Epidemic typhus,"The infection is treated with antibiotics. Intravenous fluids and oxygen may be needed to stabilize the patient. There is a significant disparity between the untreated mortality and treated mortality rates: 10-60% untreated versus close to 0% treated with antibiotics within 8 days of initial infection. Tetracycline, Chloramphenicol, and doxycycline are commonly used. Infection can also be prevented by vaccination. Some of the simplest methods of prevention and treatment focus on preventing infestation of body lice. Complete change of clothing, washing the infested clothing in hot water, and in some cases also treating recently used bedsheets all help to prevent typhus by removing potentially infected lice. Clothes also left unworn and unwashed for 7 days also cause both lice and their eggs to die, as they have no access to their human host. Another form of lice prevention requires dusting infested clothing with a powder consisting of 10% DDT, 1% malathion, or 1% permethrin, which kill lice and their eggs."
Erythema infectiosum (Fifth disease),"Treatment is supportive as the infection is frequently self-limiting. Antipyretics (i.e., fever reducers) are commonly used. The rash usually does not itch but can be mildly painful. There is no specific therapy."
Exanthem subitum (Sixth disease),"For HHV-6 infection, no pharmacological treatments have been approved as of June 2012. Although they may be unnecessary for exanthema subitum, the use of Cytomegalovirus treatments (valganciclovir, ganciclovir, cidofovir, and foscarnet) have shown some success."
Exanthem subitum (Sixth disease),"For HHV-6 infection, no pharmacological treatments have been approved as of June 2012. Although they may be unnecessary for exanthema subitum, the use of Cytomegalovirus treatments (valganciclovir, ganciclovir, cidofovir, and foscarnet) have shown some success."
Fasciolasis,"Several drugs are effective for fascioliasis, both in humans and in domestic animals. The drug of choice in the treatment of fasciolosis is triclabendazole, a member of the benzimidazole family of anthelmintics. The drug works by preventing the polymerization of the molecule tubulin into the cytoskeletal structures, microtubules. Resistance of F. hepatica to triclabendazole has been recorded in Australia in 1995 and Ireland in 1998. Praziquantel treatment is ineffective. There are case reports of nitazoxanide being successfully used in human fasciolosis treatment in Mexico. There are also reports of bithionol being used successfully. More recently, Mirazid, an Egyptian drug made from myrrh, has been investigated as an oral treatment of trematode-caused ailments including fascioliasis. Nitazoxanide has been found effective in trails, but is currently not recommended.The life cycle includes freshwater snails as an intermediate host of the parasite."
Fasciolopsiasis,"Praziquantel is the drug of choice for treatment. Treatment is effective in early or light infections. Heavy infections are more difficult to treat. Studies of the effectiveness of various drugs for treatment of children with F. buski have shown tetrachloroethylene as capable of reducing faecal egg counts by up to 99%. Other anthelmintics that can be used include thiabendazole, mebendazole, levamisole and pyrantel pamoate. Oxyclozanide, hexachlorophene and nitroxynil are also highly effective."
Fatal familial insomnia (FFI),"It has been proven that sleeping pills[clarification needed] and barbiturates are unhelpful; on the contrary, in 74% of cases, they have been shown to worsen the clinical manifestations and hasten the course of the disease. As of 2016, studies suggest that doxycycline may be able to slow or even prevent the development of the disease."
Filariasis,"The recommended treatment for people outside the United States is albendazole (a broad-spectrum anthelmintic) combined with ivermectin. A combination of diethylcarbamazine and albendazole is also effective. All of these treatments are microfilaricides; they have no effect on the adult worms. Different trials were made to use the known drug at its maximum capacity in absence of new drugs. In a study from India, it was shown that a formulation of albendazole had better anti-filarial efficacy than albendazole itself. In 2003, the common antibiotic doxycycline was suggested for treating elephantiasis. Filarial parasites have symbiotic bacteria in the genus Wolbachia, which live inside the worm and seem to play a major role in both its reproduction and the development of the disease. Clinical trials in June 2005 by the Liverpool School of Tropical Medicine reported an eight-week course almost completely eliminated microfilaraemia."
Food poisoning by Clostridium perfringens,"Proper storage and refrigeration of food help in the prevention of food poisoning. Techniques that help prevent food borne illness in the kitchen are hand washing, rinsing produce,[15] preventing cross-contamination, proper storage, and maintaining cooking temperatures. In general, freezing or refrigerating prevents virtually all bacteria from growing, and heating food sufficiently kills parasites, viruses, and most bacteria. Bacteria grow most rapidly at the range of temperatures between 40 ～F and 140 ～F, called the ""danger zone"". Storing food below or above the ""danger zone"" can effectively limit the production of toxins. For storing leftovers, the food must be put in shallow containers for quick cooling and must be refrigerated within two hours. When food is reheated, it must reach an internal temperature of 165 ～F (74 ～C) or until hot or steaming to kill bacteria."
Free-living amebic infection,"Eye and skin infections caused by Acanthamoeba spp. are generally treatable. Topical use of 0.1% propamidine isethionate (Brolene) plus neomycin-polymyxin B-gramicidin ophthalmic solution has been a successful approach; keratoplasty is often necessary in severe infections. Although most cases of brain (CNS) infection with Acanthamoeba have resulted in death, patients have recovered from the infection with proper treatment."
Gas gangrene (Clostridial myonecrosis),"Treatment is usually debridement and excision, with amputation necessary in many cases. Water-soluble antibiotics (such as penicillin) alone are not effective because they do not penetrate ischaemic muscles sufficiently to be effective. Penicillin is effective against C. perfringens. When gas gangrene occurs in such regions as the abdominal cavity, the patient can be treated in a hyperbaric chamber. which contains a pressurized oxygen-rich atmosphere. The oxygen saturates the infected tissues and thereby prevents the growth of the obligately anaerobic clostridia. The growth of C. perfringens is inhibited under pressures above 9.5 kPa, so if started early, this condition can mostly be cured."
Gerstmann-Str?ussler-Scheinker syndrome (GSS),"There is no cure for GSS, nor is there any known treatment to slow the progression of the disease. However, therapies and medication are aimed at treating or slowing down the effects of the symptoms. Their goal is to try to improve the patient's quality of life as much as possible. Despite there being no cure for GSS, it is possible to undergo testing for the presence of the underlying genetic mutation. Testing for GSS involves a blood and DNA examination in order to attempt to detect the mutated gene at certain codons. If the genetic mutation is present, the patient will eventually be afflicted by GSS, and, due to the genetic nature of the disease, the offspring of the patient are predisposed to a higher risk of inheriting the mutation."
Giardiasis,"Treatment is not always necessary as the infection usually resolves on its own. However, if the illness is acute or symptoms persist and medications are needed to treat it, a nitroimidazole medication is used such as metronidazole, tinidazole, secnidazole or ornidazole. Resistance has been seen clinically to both nitroimidazoles and albendazole, but not nitazoxanide, though nitazoxanide resistance has been induced in research laboratories so is theoretically possible. The exact mechanism of resistance to all of these medications are not well understood. In the case of nitroimidazole-resistant strains of Giardia, other drugs are available which have showed efficacy in treatment including quinacrine, nitazoxanide, bacitracin zinc, furazolidone and paromomycin. During pregnancy, paromomycin is the preferred treatment drug because of its poor intestinal absorption, and thus less exposure to the fetus.[36] Alternatively, metronidazole can be used after the first trimester as there has been wide experience in its use for trichomonas in pregnancy."
Glanders,"No vaccine is licensed for use in the U.S.[7] Infection with either of these bacteria results in nonspecific symptoms and can be either acute or chronic, impeding rapid diagnosis. The lack of a vaccine for either bacterium also makes them potential candidates for bioweaponization.[citation needed][8] Together with their high rate of infectivity by aerosols and resistance to many common antibiotics, both bacteria have been classified as category B priority pathogens by the US NIH and US CDC, which has spurred a dramatic increase in interest in these microorganisms. Attempts have been made to develop vaccines for these infections, which would not only benefit military personnel, a group most likely to be targeted in an intentional release, but also individuals who may come in contact with glanders-infected animals or live in areas where melioidosis is endemic."
Gnathostomiasis,"Surgical removal or treatment with albendazole or ivermectin is recommended. The most prescribed treatment for gnathostomiasis is surgical removal of the larvae but this is only effective when the worms are located in an accessible location. In addition to surgical excision, albendazole and ivermectin have been noted in their ability to eliminate the parasite. Albendazole is recommended to be administered at 400 mg daily for 21 days as an adjunct to surgical excision, while ivermectin is better tolerated as a single dose. Ivermectin can also serve as a replacement for those that can＊t handle albendazole 200 ug/kg p.o. as a single dose. However, ivermectin has been shown to be less effective then albendazole."
Gonorrhea,"As of 2010, injectable ceftriaxone is one of the few effective antibiotics. This is typically given in combination with either azithromycin or doxycycline. As of 2015 the CDC only recommends both ceftriaxone and azithromycin. Because of increasing rates of antibiotic resistance local susceptibility patterns must be taken into account when deciding on treatment."
Granuloma inguinale (Donovanosis),"Recommended regimen is doxycycline 100 mg orally twice a day, alternatively with azithromycin 1 g orally once per week or ciprofloxacin 750 mg orally twice a day or erythromycin base 500 mg orally four times a day or trimethoprim-sulfamethoxazole one double-strength (160 mg/800 mg) tablet orally twice a day. All antibiotic regimens should last for at least 3 weeks and until all lesions have completely healed. Normally, the infection will begin to subside within a week of treatment, but the full treatment period must be followed to minimize the possibility of relapse."
Group A streptococcal infection,"The treatment of choice is penicillin, and the duration of treatment is around 10 days. Antibiotic therapy (using injected penicillin) has been shown to reduce the risk of acute rheumatic fever. In individuals with a penicillin allergy, erythromycin, other macrolides, and cephalosporins have been shown to be effective treatments. Treatment with ampicillin/sulbactam, amoxicillin/clavulanic acid, or clindamycin is appropriate if deep oropharyngeal abscesses are present, in conjunction with aspiration or drainage[citation needed]. In cases of streptococcal toxic shock syndrome, treatment consists of penicillin and clindamycin, given with intravenous immunoglobulin. For toxic shock syndrome and necrotizing fasciitis, high-dose penicillin and clindamycin are used. Additionally, for necrotizing fasciitis, surgery is often needed to remove damaged tissue and stop the spread of the infection. No instance of penicillin resistance has been reported to date, although since 1985, many reports of penicillin tolerance have been made. The reason for the failure of penicillin to treat S. pyogenes is most commonly patient noncompliance, but in cases where patients have been compliant with their antibiotic regimen, and treatment failure still occurs, another course of antibiotic treatment with cephalosporins is common."
Group B streptococcal infection,"Recommendations for IAP to prevent perinatal GBS disease were issued in 1996 by the CDC. In these guidelines, the use of one of two prevention methods was recommended, either a risk-based approach or a culture-based screening approach.[42] The CDC issued updated guidelines in 2002; these guidelines recommended the universal culture-based screening of all pregnant women at 35每37 weeks＊ gestation to optimize the identification of women who must receive IAP. CDC also recommended that women with unknown GBS colonization status at the time of delivery be managed according to the presence of intrapartum risk factors. The CDC issued updated guidelines again in 2010. However, the foundations of prevention in the CDC's 2010 guidelines remain unchanged. The following were the main additions in the 2010 guidelines: Expanded options for laboratory detection of GBS include the use of pigmented media and PCR assays. A revised colony count threshold was set for laboratories to report GBS in the urine of pregnant women. Revised algorithms for GBS screening and use of IAP for women with threatened preterm delivery include one algorithm for preterm labor and one for preterm premature rupture of membranes. Recommendations for IAP agents are presented in an algorithm format in an effort to promote the use of the most appropriate antibiotic for penicillin-allergic women. A minor change has been made to penicillin dosing to facilitate implementation in facilities with different packaged penicillin products. The neonatal management algorithm＊s scope was expanded to apply to all newborns. Management recommendations depend upon clinical appearance of the neonate and other risk factors such as maternal chorioamnionitis, adequacy of IAP if indicated for the mother, gestational age, and duration of membrane rupture. Changes were made to the algorithm to reduce unnecessary evaluations in well-appearing newborns at relatively low risk for GBS-EOD."
Haemophilus influenzae infection,"Haemophilus influenzae produces beta-lactamases, and it is also able to modify its penicillin-binding proteins, so it has gained resistance to the penicillin family of antibiotics. In severe cases, cefotaxime and ceftriaxone delivered directly into the bloodstream are the elected antibiotics, and, for the less severe cases, an association of ampicillin and sulbactam, cephalosporins of the second and third generation, or fluoroquinolones are preferred. (Fluoroquinolone-resistant Haemophilus influenzae have been observed.) Macrolide antibiotics (e.g., clarithromycin) may be used in patients with a history of allergy to beta-lactam antibiotics.[citation needed] Macrolide resistance has also been observed."
"Hand, foot and mouth disease (HFMD)","Medications are usually not needed as hand, foot and mouth disease is a viral disease that typically gets better on its own. Currently, there is no specific curative treatment for hand, foot and mouth disease. Disease management typically focuses on achieving symptomatic relief. Pain from the sores may be eased with the use of analgesic medications. Infection in older children, adolescents, and adults is typically mild and lasts approximately 1 week, but may occasionally run a longer course. Fever reducers and lukewarm baths can help decrease body temperature. A minority of individuals with hand, foot and mouth disease may require hospital admission due to complications such as inflammation of the brain, inflammation of the meninges, or acute flaccid paralysis. Non-neurologic complications such as inflammation of the heart, fluid in the lungs, or bleeding into the lungs may also occur."
"Hand, foot and mouth disease (HFMD)","Medications are usually not needed as hand, foot and mouth disease is a viral disease that typically gets better on its own. Currently, there is no specific curative treatment for hand, foot and mouth disease. Disease management typically focuses on achieving symptomatic relief. Pain from the sores may be eased with the use of analgesic medications. Infection in older children, adolescents, and adults is typically mild and lasts approximately 1 week, but may occasionally run a longer course. Fever reducers and lukewarm baths can help decrease body temperature. A minority of individuals with hand, foot and mouth disease may require hospital admission due to complications such as inflammation of the brain, inflammation of the meninges, or acute flaccid paralysis. Non-neurologic complications such as inflammation of the heart, fluid in the lungs, or bleeding into the lungs may also occur."
"Hand, foot and mouth disease (HFMD)","Medications are usually not needed as hand, foot and mouth disease is a viral disease that typically gets better on its own. Currently, there is no specific curative treatment for hand, foot and mouth disease. Disease management typically focuses on achieving symptomatic relief. Pain from the sores may be eased with the use of analgesic medications. Infection in older children, adolescents, and adults is typically mild and lasts approximately 1 week, but may occasionally run a longer course. Fever reducers and lukewarm baths can help decrease body temperature. A minority of individuals with hand, foot and mouth disease may require hospital admission due to complications such as inflammation of the brain, inflammation of the meninges, or acute flaccid paralysis. Non-neurologic complications such as inflammation of the heart, fluid in the lungs, or bleeding into the lungs may also occur."
Hantavirus Pulmonary Syndrome (HPS),"There is no known antiviral treatment, but natural recovery from the virus is possible with supportive treatment. Patients with suspected hantavirus are usually admitted to the hospital and given oxygen and mechanical ventilation support to help them breathe during the acute pulmonary stage. Immunotherapy, or the treatment of diseases with substances that stimulate the immune response, for this virus has shown that administration of human neutralizing antibodies during these acute phases of Hantavirus might prove effective for treatment. A strong neutralizing antibody could effectively reduce the presence of the virus as well as promote recovery. However, there are no published reports of controlled clinical trials except for studies done on mice, hamsters, and rats. Those trials have been successful in protecting those animals from the virus. Leptospirosis causes similar symptoms and is also carried by rodent vectors, but it is due to a bacterial spirochete rather than a virus. Presumptive treatment of leptospirosis with penicillin (and other) antibiotics is often started for severe symptoms when a diagnostic dilemma between the two diseases is encountered."
Heartland virus disease,Treatment is non-specific. Antibiotics are not useful against viruses. Intravenous fluid administration and medications for the relief of pain are currently the best options.
Helicobacter pylori infection,"Once H. pylori is detected in a person with a peptic ulcer, the normal procedure is to eradicate it and allow the ulcer to heal. The standard first-line therapy is a one-week ""triple therapy"" consisting of proton pump inhibitors such as omeprazole and the antibiotics clarithromycin and amoxicillin. Variations of the triple therapy have been developed over the years, such as using a different proton pump inhibitor, as with pantoprazole or rabeprazole, or replacing amoxicillin with metronidazole for people who are allergic to penicillin.[68] Such a therapy has revolutionized the treatment of peptic ulcers and has made a cure to the disease possible. Previously, the only option was symptom control using antacids, H2-antagonists or proton pump inhibitors alone. An increasing number of infected individuals are found to harbor antibiotic-resistant bacteria. This results in initial treatment failure and requires additional rounds of antibiotic therapy or alternative strategies, such as a quadruple therapy, which adds a bismuth colloid, such as bismuth subsalicylate. For the treatment of clarithromycin-resistant strains of H. pylori, the use of levofloxacin as part of the therapy has been suggested. Ingesting lactic acid bacteria exerts a suppressive effect on H. pylori infection in both animals and humans, and supplementing with Lactobacillus- and Bifidobacterium-containing yogurt improved the rates of eradication of H. pylori in humans. Symbiotic butyrate-producing bacteria which are normally present in the intestine are sometimes used as probiotics to help suppress H. pylori infections as an adjunct to antibiotic therapy. Butyrate itself is an antimicrobial which destroys the cell envelope of H. pylori by inducing regulatory T cell expression (specifically, FOXP3) and synthesis of an antimicrobial peptide called LL-37, which arises through its action as a histone deacetylase inhibitor. The substance sulforaphane, which occurs in broccoli and cauliflower, has been proposed as a treatment. Periodontal therapy or scaling and root planing has also been suggested as an additional treatment."
Hemolytic-uremic syndrome (HUS),"The effect of antibiotics in E. coli O157:H7 colitis is controversial. Certain antibiotics may stimulate further verotoxin production and thereby increase the risk of HUS. However, there is also tentative evidence that some antibiotics like quinolones may decrease the risk of hemolytic uremic syndrome. Treatment of HUS is generally supportive, with dialysis as needed. Platelet transfusion may actually worsen the outcome. In most children with postdiarrheal HUS, there is a good chance of spontaneous resolution, so observation in a hospital is often all that is necessary, with supportive care such as hemodialysis where indicated. If a diagnosis of STEC-HUS is confirmed, plasmapheresis (plasma exchange) is contraindicated. However, plasmapheresis may be indicated when there is diagnostic uncertainty between HUS and TTP."
Hemolytic-uremic syndrome (HUS),"The effect of antibiotics in E. coli O157:H7 colitis is controversial. Certain antibiotics may stimulate further verotoxin production and thereby increase the risk of HUS. However, there is also tentative evidence that some antibiotics like quinolones may decrease the risk of hemolytic uremic syndrome. Treatment of HUS is generally supportive, with dialysis as needed. Platelet transfusion may actually worsen the outcome. In most children with postdiarrheal HUS, there is a good chance of spontaneous resolution, so observation in a hospital is often all that is necessary, with supportive care such as hemodialysis where indicated. If a diagnosis of STEC-HUS is confirmed, plasmapheresis (plasma exchange) is contraindicated. However, plasmapheresis may be indicated when there is diagnostic uncertainty between HUS and TTP."
Hemolytic-uremic syndrome (HUS),"The effect of antibiotics in E. coli O157:H7 colitis is controversial. Certain antibiotics may stimulate further verotoxin production and thereby increase the risk of HUS. However, there is also tentative evidence that some antibiotics like quinolones may decrease the risk of hemolytic uremic syndrome. Treatment of HUS is generally supportive, with dialysis as needed. Platelet transfusion may actually worsen the outcome. In most children with postdiarrheal HUS, there is a good chance of spontaneous resolution, so observation in a hospital is often all that is necessary, with supportive care such as hemodialysis where indicated. If a diagnosis of STEC-HUS is confirmed, plasmapheresis (plasma exchange) is contraindicated. However, plasmapheresis may be indicated when there is diagnostic uncertainty between HUS and TTP."
Hemolytic-uremic syndrome (HUS),"The effect of antibiotics in E. coli O157:H7 colitis is controversial. Certain antibiotics may stimulate further verotoxin production and thereby increase the risk of HUS. However, there is also tentative evidence that some antibiotics like quinolones may decrease the risk of hemolytic uremic syndrome. Treatment of HUS is generally supportive, with dialysis as needed. Platelet transfusion may actually worsen the outcome. In most children with postdiarrheal HUS, there is a good chance of spontaneous resolution, so observation in a hospital is often all that is necessary, with supportive care such as hemodialysis where indicated. If a diagnosis of STEC-HUS is confirmed, plasmapheresis (plasma exchange) is contraindicated. However, plasmapheresis may be indicated when there is diagnostic uncertainty between HUS and TTP."
Hemorrhagic fever with renal syndrome (HFRS),"There is no cure or vaccine for HFRS. Treatment involves supportive therapy including renal dialysis. Treatment with ribavirin in China and Korea, administered within 7 days of onset of fever, resulted in a reduced mortality as well as shortened course of illness."
Hepatitis A,"There is no specific treatment for hepatitis A. Recovery from symptoms following infection may be slow and may take several weeks or months. Therapy is aimed at maintaining comfort and adequate nutritional balance, including replacement of fluids that are lost from vomiting and diarrhoea."
Hepatitis B,"Acute hepatitis B infection does not usually require treatment and most adults clear the infection spontaneously.[67][68] Early antiviral treatment may be required in fewer than 1% of people, whose infection takes a very aggressive course (fulminant hepatitis) or who are immunocompromised. On the other hand, treatment of chronic infection may be necessary to reduce the risk of cirrhosis and liver cancer. Chronically infected individuals with persistently elevated serum alanine aminotransferase, a marker of liver damage, and HBV DNA levels are candidates for therapy. Treatment lasts from six months to a year, depending on medication and genotype. Although none of the available drugs can clear the infection, they can stop the virus from replicating, thus minimizing liver damage. As of 2008, there are seven medications licensed for treatment of hepatitis B infection in the United States. These include antiviral drugs lamivudine (Epivir), adefovir (Hepsera), tenofovir (Viread), telbivudine (Tyzeka) and entecavir (Baraclude), and the two immune system modulators interferon alpha-2a and PEGylated interferon alpha-2a (Pegasys). The World Health Organization recommended a combination of tenofovir and entecavir as first line agents. Those with current cirrhosis are in most need of treatment. The use of interferon, which requires injections daily or thrice weekly, has been supplanted by long-acting PEGylated interferon, which is injected only once weekly. However, some individuals are much more likely to respond than others, and this might be because of the genotype of the infecting virus or the person's heredity. The treatment reduces viral replication in the liver, thereby reducing the viral load (the amount of virus particles as measured in the blood). Response to treatment differs between the genotypes. Interferon treatment may produce an e antigen seroconversion rate of 37% in genotype A but only a 6% seroconversion in type D. Genotype B has similar seroconversion rates to type A while type C seroconverts only in 15% of cases. Sustained e antigen loss after treatment is ~45% in types A and B but only 25每30% in types C and D."
Hepatitis C,"HCV induces chronic infection in 50每80% of infected persons. Approximately 40每80% of these clear with treatment. In rare cases, infection can clear without treatment. Those with chronic hepatitis C are advised to avoid alcohol and medications toxic to the liver, and to be vaccinated for hepatitis A and hepatitis B. Ultrasound surveillance for hepatocellular carcinoma is recommended in those with accompanying cirrhosis."
Hepatitis D,"The vaccine for hepatitis B protects against hepatitis D virus because of the latter's dependence on the presence of hepatitis B virus for it to replicate. Latest evidence suggests that Pegylated interferon alpha is effective in reducing the viral load and the effect of the disease during the time the drug is given, but the benefit generally stops if the drug is discontinued.[27] The efficiency of the pegylated interferon treatment does not usually exceed ~20%. The drug myrcludex B, which inhibits virus entry into hepatocytes, is in clinical trials as of October 2015."
Hepatitis E,"In terms of treatment, ribavirin is not registered for Hepatitis E treatment,though there is off-label experience for treating chronic Hepatitis E with this compound. The use of low doses, of ribavirin over a three-month period has been associated with viral clearance in about two-thirds of chronic cases. Other possible treatments include pegylated interferon or a combination of ribavirin and pegylated interferon. In general chronic HEV infection is associated with immunosuppressive therapies, but remarkably little is known about how different immunosuppressants affect HEV infection. In individuals with solid-organ transplantation viral clearance can be achieved by temporal reduction of the level of immunosuppression."
Herpes simplex,"No method eradicates herpes virus from the body, but antiviral medications can reduce the frequency, duration, and severity of outbreaks. Analgesics such as ibuprofen and paracetamol (acetaminophen) can reduce pain and fever. Topical anesthetic treatments such as prilocaine, lidocaine, benzocaine, or tetracaine can also relieve itching and pain. The antiviral medication acyclovir: Several antiviral drugs are effective for treating herpes, including acyclovir, valaciclovir (valacyclovir), famciclovir, and penciclovir. Acyclovir was the first discovered and is now available in generic.[56] Valacyclovir is also available as a generic. Evidence supports the use of acyclovir and valacyclovir in the treatment of herpes labialis as well as herpes infections in people with cancer.[59] The evidence to support the use of acyclovir in primary herpetic gingivostomatitis is weaker."
Herpes simplex,"No method eradicates herpes virus from the body, but antiviral medications can reduce the frequency, duration, and severity of outbreaks. Analgesics such as ibuprofen and paracetamol (acetaminophen) can reduce pain and fever. Topical anesthetic treatments such as prilocaine, lidocaine, benzocaine, or tetracaine can also relieve itching and pain. The antiviral medication acyclovir: Several antiviral drugs are effective for treating herpes, including acyclovir, valaciclovir (valacyclovir), famciclovir, and penciclovir. Acyclovir was the first discovered and is now available in generic.[56] Valacyclovir is also available as a generic. Evidence supports the use of acyclovir and valacyclovir in the treatment of herpes labialis as well as herpes infections in people with cancer.[59] The evidence to support the use of acyclovir in primary herpetic gingivostomatitis is weaker."
Histoplasmosis,"In the majority of immunocompetent individuals, histoplasmosis resolves without any treatment. Antifungal medications are used to treat severe cases of acute histoplasmosis and all cases of chronic and disseminated disease. Typical treatment of severe disease first involves treatment with amphotericin B, followed by oral itraconazole. Liposomal preparations of amphotericin B are more effective than deoxycholate preparations. The liposomal preparation is preferred in patients that might be at risk of nephrotoxicity, although all preparations of amphotericin B have risk of nephrotoxcity. Individuals taking amphotericin B are monitored for renal function. Treatment with itraconazole will need to continue for at least a year in severe cases, while in acute pulmonary histoplasmosis, 6 to 12 weeks treatment is sufficient. Alternatives to itraconazole are posaconazole, voriconazole, and fluconazole. Individuals taking itraconazole are monitored for hepatic function."
Hookworm infection,"Anthelmintic drugs: The most common treatment for hookworm are benzimidazoles, specifically albendazole and mebendazole. BZAs kill adult worms by binding to the nematode＊s 汕-tubulin and subsequently inhibiting microtubule polymerization within the parasite. In certain circumstances, levamisole and pyrantel pamoate may be used. A 2008 review found that the efficacy of single-dose treatments for hookworm infections were as follows: 72% for albendazole, 15% for mebendazole, and 31% for pyrantel pamoate. This substantiates prior claims that albendazole is much more effective than mebendazole for hookworm infections. Also of note is that the World Health Organization does recommend anthelmintic treatment in pregnant women after the first trimester. It is also recommended that if the patient also suffers from anemia that ferrous sulfate (200 mg) be administered three times daily at the same time as anthelmintic treatment; this should be continued until hemoglobin values return to normal which could take up to 3 months. Hookworm infection can be treated with local cryotherapy when the hookworm is still in the skin. Albendazole is effective both in the intestinal stage and during the stage the parasite is still migrating under the skin. In case of anemia, iron supplementation can cause relief symptoms of iron deficiency anemia. However, as red blood cell levels are restored, shortage of other essentials such as folic acid or vitamin B12 may develop, so these might also be supplemented."
Hookworm infection,"Anthelmintic drugs: The most common treatment for hookworm are benzimidazoles, specifically albendazole and mebendazole. BZAs kill adult worms by binding to the nematode＊s 汕-tubulin and subsequently inhibiting microtubule polymerization within the parasite. In certain circumstances, levamisole and pyrantel pamoate may be used. A 2008 review found that the efficacy of single-dose treatments for hookworm infections were as follows: 72% for albendazole, 15% for mebendazole, and 31% for pyrantel pamoate. This substantiates prior claims that albendazole is much more effective than mebendazole for hookworm infections. Also of note is that the World Health Organization does recommend anthelmintic treatment in pregnant women after the first trimester. It is also recommended that if the patient also suffers from anemia that ferrous sulfate (200 mg) be administered three times daily at the same time as anthelmintic treatment; this should be continued until hemoglobin values return to normal which could take up to 3 months. Hookworm infection can be treated with local cryotherapy when the hookworm is still in the skin. Albendazole is effective both in the intestinal stage and during the stage the parasite is still migrating under the skin. In case of anemia, iron supplementation can cause relief symptoms of iron deficiency anemia. However, as red blood cell levels are restored, shortage of other essentials such as folic acid or vitamin B12 may develop, so these might also be supplemented."
Human bocavirus infection,"Human bocavirus (HBoV) is a parvovirus that has been suggested to cause human disease. It is a probable cause of lower respiratory tract infections and it has been linked to gastroenteritis, although the role of this emerging infectious disease in human disease has not been firmly established. The term human bocavirus can refer to any bocaparvovirus strain in the Primate bocaparvovirus 1 and Primate bocaparvovirus 2 species that infects humans."
Human ewingii ehrlichiosis,The treatment of choice is doxycycline
Human granulocytic anaplasmosis (HGA),"Doxycycline is the treatment of choice. If anaplasmosis is suspected, treatment should not be delayed while waiting for a definitive laboratory confirmation, as prompt doxycycline therapy has been shown to improve outcomes. Presentation during early pregnancy can complicate treatment. Doxycycline compromises dental enamel during development. Although rifampin is indicated for post-delivery pediatric and some doxycycline-allergic patients, it is teratogenic. Rifampin is contraindicated during conception and pregnancy. If the disease is not treated quickly, sometimes before the diagnosis, the person has a high chance of mortality. Most people make a complete recovery, though some people are intensively cared for after treatment. A reason for a person needing intensive care is if the person goes too long without seeing a doctor or being diagnosed. The majority of people, though, make a complete recovery with no residual damage."
Human metapneumovirus infection,"No treatment is yet known, but ribavirin has shown effectiveness in an animal model."
Human monocytic ehrlichiosis,"If ehrlichiosis is suspected, treatment should not be delayed while waiting for a definitive laboratory confirmation, as prompt doxycycline therapy has been associated with improved outcomes. Doxycycline is the treatment of choice. Presentation during early pregnancy can complicate treatment. Rifampin has been used in pregnancy and in patients allergic to doxycycline."
Human papillomavirus (HPV) infection,"There is currently no specific treatment for HPV infection. However, the viral infection, more often than not, clears to undetectable levels by itself. According to the Centers for Disease Control and Prevention, the body's immune system clears HPV naturally within two years for 90% of cases (see Clearance subsection in Virology for more detail). However, experts do not agree on whether the virus is completely eliminated or reduced to undetectable levels, and it is difficult to know when it is contagious. Follow up care is usually recommended and practiced by many health clinics. Follow-up is sometimes not successful because a portion of those treated do not return to be evaluated. In addition to the normal methods of phone calls and mail, text messaging and email can improve the number of people who return for care."
Human parainfluenza virus infection,"Ribavirin is one medication which has shown good potential for the treatment of HPIV-3 given recent in-vitro tests (in-vivo tests show mixed results). Ribavirin is a broadscale anti-viral and is currently being administered to those who are severely immuno-compromised, despite the lack of conclusive evidence for its use. Protein inhibitors and novel forms of medication have also been proposed to relieve the symptoms of infection. Furthermore, antibiotics may be used if a secondary bacterial infection develops. Corticosteroid treatment and nebulizers and also a first line choice against croup if breathing difficulties ensue."
